date,month,year,city,latitude,longitude,customer_id,gender,customer_type,payment_method,hardware's_name,hardware's_category,cost_per_item,price_per_item,profit_per_item,order_quantity,order_price,order_profit
10/6/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 0589,Male,Normal,E-Wallet,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,5,1932000,252000
9/22/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 1996,Female,Subscriber,M-Banking,Flashdisk 64 GB,Memory Hardware,336000,386400,50400,2,772800,100800
3/12/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 0068,Male,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,1,80500,10500
5/13/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 0361,Male,Normal,Cash,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,4,322000,42000
9/23/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 2556,Female,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,4,322000,42000
5/3/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 0729,Male,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,4,322000,42000
7/4/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2415,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,2,161000,21000
7/6/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 1002,Male,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,1,80500,10500
7/26/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2402,Male,Subscriber,M-Banking,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,1,80500,10500
8/2/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 0613,Female,Normal,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,1,80500,10500
7/17/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 0935,Male,Subscriber,E-Wallet,Flashdisk 8 GB,Memory Hardware,70000,80500,10500,2,161000,21000
8/7/2023,August,2023,Banda Aceh,5.54829,95.323753,cust - 2850,Male,Normal,Credit Card,HDD 1 TB,Memory Hardware,630000,724500,94500,5,3622500,472500
4/18/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 2958,Female,Subscriber,E-Wallet,HDD 1 TB,Memory Hardware,630000,724500,94500,4,2898000,378000
6/23/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 2490,Female,Subscriber,E-Wallet,HDD 500 GB,Memory Hardware,448000,515200,67200,2,1030400,134400
7/10/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 0722,Male,Normal,Cash,HDD 4 TB,Memory Hardware,1512000,1738800,226800,1,1738800,226800
5/12/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 0192,Male,Normal,M-Banking,HDD 4 TB,Memory Hardware,1512000,1738800,226800,2,3477600,453600
7/29/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2454,Female,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,3,752100,98100
5/3/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 2903,Male,Subscriber,Cash,Headphone,I-O Hardware,218000,250700,32700,4,1002800,130800
12/16/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 1489,Female,Subscriber,Credit Card,Headphone,I-O Hardware,218000,250700,32700,5,1253500,163500
7/29/2022,July,2022,Banda Aceh,5.54829,95.323753,cust - 0200,Male,Normal,E-Wallet,Keyboard Mechanical,I-O Hardware,230000,264500,34500,3,793500,103500
12/11/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 0647,Male,Subscriber,M-Banking,Keyboard Mechanical,I-O Hardware,230000,264500,34500,1,264500,34500
10/1/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 2795,Female,Subscriber,Cash,Keyboard Mechanical,I-O Hardware,230000,264500,34500,2,529000,69000
10/14/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 1872,Male,Subscriber,Cash,Keyboard Mechanical,I-O Hardware,230000,264500,34500,1,264500,34500
7/14/2022,July,2022,Banda Aceh,5.54829,95.323753,cust - 2227,Female,Subscriber,Cash,Keyboard Mechanical,I-O Hardware,230000,264500,34500,2,529000,69000
1/9/2022,January,2022,Banda Aceh,5.54829,95.323753,cust - 0504,Female,Normal,Cash,Keyboard Membrane,I-O Hardware,69000,79350,10350,5,396750,51750
9/30/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 2296,Female,Normal,M-Banking,Keyboard Membrane,I-O Hardware,69000,79350,10350,3,238050,31050
12/20/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 1055,Male,Normal,M-Banking,Keyboard Membrane,I-O Hardware,69000,79350,10350,3,238050,31050
7/6/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 0876,Male,Normal,Cash,LED Monitor 21 Inch,I-O Hardware,1568000,1803200,235200,3,5409600,705600
3/15/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 2343,Female,Subscriber,Cash,LED Monitor 21 Inch,I-O Hardware,1568000,1803200,235200,2,3606400,470400
7/20/2022,July,2022,Banda Aceh,5.54829,95.323753,cust - 2883,Female,Normal,E-Wallet,LED Monitor 27 Inch,I-O Hardware,2884000,3316600,432600,4,13266400,1730400
5/13/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 1680,Female,Normal,Cash,LED Monitor 32 Inch,I-O Hardware,4214000,4846100,632100,3,14538300,1896300
5/17/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 2022,Female,Subscriber,Cash,LED Monitor 32 Inch,I-O Hardware,4214000,4846100,632100,3,14538300,1896300
6/7/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 1838,Male,Normal,Cash,LED Monitor 32 Inch,I-O Hardware,4214000,4846100,632100,3,14538300,1896300
8/7/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 2706,Female,Normal,Cash,LED Monitor 32 Inch,I-O Hardware,4214000,4846100,632100,1,4846100,632100
12/11/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 2370,Male,Normal,E-Wallet,LED Monitor 32 Inch,I-O Hardware,4214000,4846100,632100,4,19384400,2528400
4/3/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 1128,Male,Normal,M-Banking,LED Monitor 32 Inch,I-O Hardware,4214000,4846100,632100,4,19384400,2528400
6/14/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 2645,Female,Subscriber,Credit Card,Mouse (Wired),I-O Hardware,45000,51750,6750,4,207000,27000
3/3/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 2957,Male,Normal,E-Wallet,Mouse (Wired),I-O Hardware,45000,51750,6750,4,207000,27000
1/5/2022,January,2022,Banda Aceh,5.54829,95.323753,cust - 2628,Female,Subscriber,M-Banking,Mouse (Wired),I-O Hardware,45000,51750,6750,1,51750,6750
4/18/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 0927,Male,Subscriber,M-Banking,Mouse (Wired),I-O Hardware,45000,51750,6750,4,207000,27000
8/2/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 0942,Male,Normal,Cash,Mouse (Wired),I-O Hardware,45000,51750,6750,1,51750,6750
5/3/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 2990,Male,Subscriber,Cash,Mouse (Wired),I-O Hardware,45000,51750,6750,1,51750,6750
4/30/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 2105,Male,Normal,Credit Card,Mouse (Wired),I-O Hardware,45000,51750,6750,5,258750,33750
3/10/2023,March,2023,Banda Aceh,5.54829,95.323753,cust - 2516,Female,Normal,E-Wallet,Mouse (Wired),I-O Hardware,45000,51750,6750,4,207000,27000
5/13/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 2924,Male,Normal,Cash,Mouse (Wireless),I-O Hardware,122000,140300,18300,5,701500,91500
8/1/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 2421,Female,Normal,Cash,Mouse (Wireless),I-O Hardware,122000,140300,18300,3,420900,54900
10/6/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 2819,Female,Subscriber,Cash,Mouse (Wireless),I-O Hardware,122000,140300,18300,1,140300,18300
8/2/2023,August,2023,Banda Aceh,5.54829,95.323753,cust - 2803,Female,Subscriber,E-Wallet,Mouse (Wireless),I-O Hardware,122000,140300,18300,5,701500,91500
11/29/2022,November,2022,Banda Aceh,5.54829,95.323753,cust - 0626,Male,Normal,E-Wallet,Mouse (Wireless),I-O Hardware,122000,140300,18300,2,280600,36600
7/30/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 1698,Female,Normal,M-Banking,Mouse (Wireless),I-O Hardware,122000,140300,18300,3,420900,54900
11/27/2022,November,2022,Banda Aceh,5.54829,95.323753,cust - 2244,Female,Normal,M-Banking,Power Supply Unit (1000 W),Safety Hardware,1396000,1605400,209400,1,1605400,209400
1/3/2022,January,2022,Banda Aceh,5.54829,95.323753,cust - 0126,Male,Normal,E-Wallet,Power Supply Unit (500 W),Safety Hardware,570000,655500,85500,1,655500,85500
6/15/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 0842,Female,Subscriber,M-Banking,Power Supply Unit (1000 W),Safety Hardware,1396000,1605400,209400,2,3210800,418800
9/30/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 1688,Male,Subscriber,E-Wallet,Printer (Inkjet),I-O Hardware,652000,749800,97800,4,2999200,391200
3/13/2023,March,2023,Banda Aceh,5.54829,95.323753,cust - 2523,Female,Normal,E-Wallet,Printer (Inkjet),I-O Hardware,652000,749800,97800,3,2249400,293400
4/29/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 2910,Male,Subscriber,M-Banking,Printer (Inkjet),I-O Hardware,652000,749800,97800,4,2999200,391200
7/19/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 0916,Male,Normal,Cash,Printer (Laser),I-O Hardware,1108000,1274200,166200,1,1274200,166200
5/28/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 1395,Female,Subscriber,E-Wallet,Printer (Laser),I-O Hardware,1108000,1274200,166200,5,6371000,831000
7/2/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2818,Female,Subscriber,E-Wallet,Printer (Laser),I-O Hardware,1108000,1274200,166200,2,2548400,332400
6/22/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 1908,Female,Subscriber,M-Banking,Printer (Laser),I-O Hardware,1108000,1274200,166200,1,1274200,166200
10/5/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 1450,Male,Normal,E-Wallet,RAM 16 GB,Memory Hardware,1148000,1320200,172200,1,1320200,172200
5/31/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 1931,Female,Normal,M-Banking,RAM 16 GB,Memory Hardware,1148000,1320200,172200,1,1320200,172200
3/12/2023,March,2023,Banda Aceh,5.54829,95.323753,cust - 1161,Female,Normal,Cash,RAM 2 GB,Memory Hardware,266000,305900,39900,4,1223600,159600
7/13/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 0518,Male,Subscriber,E-Wallet,RAM 2 GB,Memory Hardware,266000,305900,39900,1,305900,39900
7/8/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 1645,Female,Subscriber,E-Wallet,RAM 2 GB,Memory Hardware,266000,305900,39900,1,305900,39900
3/6/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 1128,Male,Normal,Cash,RAM 32 GB,Memory Hardware,2352000,2704800,352800,3,8114400,1058400
8/3/2023,August,2023,Banda Aceh,5.54829,95.323753,cust - 2622,Female,Normal,Credit Card,RAM 32 GB,Memory Hardware,2352000,2704800,352800,3,8114400,1058400
9/20/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 1744,Female,Normal,E-Wallet,RAM 32 GB,Memory Hardware,2352000,2704800,352800,2,5409600,705600
12/2/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 2400,Female,Subscriber,E-Wallet,RAM 32 GB,Memory Hardware,2352000,2704800,352800,5,13524000,1764000
12/20/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 2940,Female,Normal,M-Banking,RAM 32 GB,Memory Hardware,2352000,2704800,352800,1,2704800,352800
7/27/2022,July,2022,Banda Aceh,5.54829,95.323753,cust - 1222,Female,Subscriber,Cash,RAM 4 GB,Memory Hardware,420000,483000,63000,3,1449000,189000
7/3/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 1620,Female,Subscriber,Cash,RAM 4 GB,Memory Hardware,420000,483000,63000,3,1449000,189000
8/2/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 1623,Female,Normal,E-Wallet,RAM 4 GB,Memory Hardware,420000,483000,63000,5,2415000,315000
10/10/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 0151,Male,Normal,E-Wallet,RAM 4 GB,Memory Hardware,420000,483000,63000,1,483000,63000
5/19/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 2149,Female,Subscriber,E-Wallet,RAM 4 GB,Memory Hardware,420000,483000,63000,4,1932000,252000
12/13/2022,December,2022,Banda Aceh,5.54829,95.323753,cust - 1603,Male,Subscriber,E-Wallet,RAM 4 GB,Memory Hardware,420000,483000,63000,5,2415000,315000
7/11/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2643,Female,Subscriber,E-Wallet,RAM 4 GB,Memory Hardware,420000,483000,63000,1,483000,63000
9/30/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 0125,Male,Subscriber,Cash,RAM 64 GB,Memory Hardware,4060000,4669000,609000,5,23345000,3045000
10/11/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 1911,Female,Normal,Cash,RAM 64 GB,Memory Hardware,4060000,4669000,609000,5,23345000,3045000
7/10/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2063,Male,Subscriber,Cash,RAM 64 GB,Memory Hardware,4060000,4669000,609000,1,4669000,609000
9/29/2022,September,2022,Banda Aceh,5.54829,95.323753,cust - 0941,Female,Subscriber,E-Wallet,RAM 64 GB,Memory Hardware,4060000,4669000,609000,5,23345000,3045000
8/5/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 1834,Male,Subscriber,M-Banking,RAM 64 GB,Memory Hardware,4060000,4669000,609000,1,4669000,609000
3/8/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 1349,Female,Normal,E-Wallet,RAM 8 GB,Memory Hardware,504000,579600,75600,5,2898000,378000
7/25/2022,July,2022,Banda Aceh,5.54829,95.323753,cust - 1603,Male,Subscriber,M-Banking,RAM 8 GB,Memory Hardware,504000,579600,75600,1,579600,75600
8/5/2023,August,2023,Banda Aceh,5.54829,95.323753,cust - 0583,Male,Normal,M-Banking,RAM 8 GB,Memory Hardware,504000,579600,75600,5,2898000,378000
3/5/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 2379,Female,Normal,Cash,RAM 8 GB,Memory Hardware,504000,579600,75600,2,1159200,151200
5/13/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 1707,Male,Normal,Cash,RAM 8 GB,Memory Hardware,504000,579600,75600,4,2318400,302400
1/1/2022,January,2022,Banda Aceh,5.54829,95.323753,cust - 2732,Female,Subscriber,E-Wallet,RAM 8 GB,Memory Hardware,504000,579600,75600,2,1159200,151200
11/27/2022,November,2022,Banda Aceh,5.54829,95.323753,cust - 1120,Male,Normal,E-Wallet,RAM 8 GB,Memory Hardware,504000,579600,75600,4,2318400,302400
4/20/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 2980,Female,Normal,M-Banking,RAM 8 GB,Memory Hardware,504000,579600,75600,2,1159200,151200
6/30/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 1341,Female,Normal,M-Banking,RAM 8 GB,Memory Hardware,504000,579600,75600,4,2318400,302400
4/23/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 1489,Female,Subscriber,Cash,Speaker (Bluetooth),I-O Hardware,117000,134550,17550,3,403650,52650
7/21/2022,July,2022,Banda Aceh,5.54829,95.323753,cust - 1767,Female,Normal,E-Wallet,Speaker (Bluetooth),I-O Hardware,117000,134550,17550,3,403650,52650
3/3/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 2641,Female,Normal,M-Banking,Speaker (Bluetooth),I-O Hardware,117000,134550,17550,1,134550,17550
7/8/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 0945,Male,Normal,M-Banking,Speaker (Bluetooth),I-O Hardware,117000,134550,17550,3,403650,52650
8/1/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 0596,Female,Subscriber,Cash,Speaker (Wired),I-O Hardware,52000,59800,7800,4,239200,31200
10/1/2022,October,2022,Banda Aceh,5.54829,95.323753,cust - 1945,Male,Subscriber,E-Wallet,Speaker (Wired),I-O Hardware,52000,59800,7800,4,239200,31200
3/11/2022,March,2022,Banda Aceh,5.54829,95.323753,cust - 0484,Male,Subscriber,E-Wallet,Speaker (Wired),I-O Hardware,52000,59800,7800,1,59800,7800
8/1/2022,August,2022,Banda Aceh,5.54829,95.323753,cust - 1557,Male,Subscriber,M-Banking,Speaker (Wired),I-O Hardware,52000,59800,7800,4,239200,31200
6/3/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 2400,Female,Subscriber,Cash,SSD 120 GB,Memory Hardware,280000,322000,42000,3,966000,126000
4/10/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 2835,Female,Subscriber,M-Banking,SSD 120 GB,Memory Hardware,280000,322000,42000,5,1610000,210000
4/22/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 1656,Male,Subscriber,E-Wallet,SSD 256 GB,Memory Hardware,588000,676200,88200,4,2704800,352800
1/5/2022,January,2022,Banda Aceh,5.54829,95.323753,cust - 0818,Male,Subscriber,Cash,SSD 512 GB,Memory Hardware,1008000,1159200,151200,2,2318400,302400
7/1/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 2731,Female,Subscriber,Cash,SSD 512 GB,Memory Hardware,1008000,1159200,151200,5,5796000,756000
7/31/2023,July,2023,Banda Aceh,5.54829,95.323753,cust - 1598,Male,Subscriber,Cash,SSD 512 GB,Memory Hardware,1008000,1159200,151200,4,4636800,604800
6/8/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 0793,Male,Subscriber,E-Wallet,SSD 512 GB,Memory Hardware,1008000,1159200,151200,1,1159200,151200
5/17/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 1147,Female,Subscriber,M-Banking,SSD 512 GB,Memory Hardware,1008000,1159200,151200,3,3477600,453600
5/19/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 0614,Male,Normal,M-Banking,SSD 512 GB,Memory Hardware,1008000,1159200,151200,4,4636800,604800
5/22/2023,May,2023,Banda Aceh,5.54829,95.323753,cust - 0134,Male,Subscriber,M-Banking,VGA 16 GB,Core Hardware,8064000,9273600,1209600,1,9273600,1209600
5/12/2022,May,2022,Banda Aceh,5.54829,95.323753,cust - 2743,Male,Normal,Cash,VGA 2 GB,Core Hardware,1610000,1851500,241500,3,5554500,724500
4/27/2023,April,2023,Banda Aceh,5.54829,95.323753,cust - 1762,Female,Normal,Credit Card,VGA 2 GB,Core Hardware,1610000,1851500,241500,2,3703000,483000
6/15/2023,June,2023,Banda Aceh,5.54829,95.323753,cust - 1841,Female,Subscriber,E-Wallet,VGA 2 GB,Core Hardware,1610000,1851500,241500,1,1851500,241500
